,segment_id,area_m2,east,north,b4,b3,b2,b8,ndvi,ndvi_change,ratio_rg_change,brightness,brightness_change,gndvi,slope_max,slope_mean,nd_std,height_mean,height_min,height_max
0,L47_S0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,L47_S1,6041700.0,581605.2209642981,4731649.095370509,981.3300230067696,906.5866395219889,1045.0567224456693,1628.4283066024464,0.25093192806748776,-0.0007926156895378743,0.0024108271242117385,0.9776577948044094,0.0008576615972900295,0.2727075729585243,49.940521240234375,23.583925035148344,0.08863057602323149,152.21245675885928,56.0,254.0
2,L47_S2,16800.0,578668.0357142857,4731727.5,689.25,761.3333333333334,917.9345238095239,1822.577380952381,0.4408127009159043,-0.08107203137963855,0.4792436400339717,0.7895059525257065,0.1440066940018109,0.39932540546925294,33.12284851074219,18.802966852982838,0.08462462605287631,141.58333333333334,121.0,161.0
3,L47_S3,15600.0,578774.7435897436,4731638.58974359,1117.423076923077,992.4615384615385,1077.7371794871794,2198.326923076923,0.33314736999380284,0.03069846418884481,0.6163451856909654,1.062540596876389,-0.09298575224163823,0.3793837070847169,29.26274871826172,15.18936443940187,0.0870472957403996,118.53205128205128,97.0,139.0
4,L47_S4,6400.0,578910.0,4731672.34375,750.90625,827.921875,951.796875,1993.5625,0.43346657091751695,-0.06444782824837603,0.46834085788577795,0.8435416640713811,0.08858562369277934,0.3938540075905621,35.64168167114258,22.131185710430145,0.10955983970779926,102.390625,89.0,123.0
5,L47_S5,8200.0,578996.8292682926,4731660.853658536,1044.939024390244,943.3048780487804,1054.7073170731708,1958.5853658536585,0.30272096540869736,-0.005516200030020938,0.5706446519712123,1.014317075653774,0.07515919837275827,0.3463198026505912,23.910253524780273,12.979561968547541,0.07843116107510358,105.90243902439025,86.0,126.0
6,L47_S6,1400.0,578763.5714285715,4731665.714285715,768.6428571428571,808.0,939.2857142857143,2028.2142857142858,0.4459118630204882,-0.06792680679687432,0.5058761004890714,0.8386428569044385,0.10707688012293406,0.42581215713705334,16.214778900146484,13.579282658440727,0.0763423288507121,129.78571428571428,120.0,135.0
7,L47_S7,22900.0,578953.3406113537,4731591.593886463,736.9650655021834,782.5327510917031,951.170305676856,1550.0262008733625,0.3547464028716608,-0.09283291572993661,0.45555397985283463,0.8235560387503111,0.2833795399856489,0.3220417098707507,36.05405807495117,19.94826188566383,0.086251966899269,113.37117903930131,86.0,144.0
8,L47_S8,17100.0,578683.4210526316,4731574.590643275,773.4152046783626,811.3157894736842,950.7777777777778,1986.122807017544,0.43744053495557683,-0.0370691091581983,0.517176172712393,0.8451695891848782,0.0719279005568017,0.4176967966626262,32.23207473754883,21.533030303598146,0.06049147219947207,134.2280701754386,97.0,162.0
9,L47_S9,25400.0,579156.3779527559,4731511.732283465,902.3976377952756,844.5472440944882,990.007874015748,1822.8858267716535,0.3384183237845203,-0.020797853982755233,0.5563561910484719,0.9123175848187424,0.08558044883480533,0.3637333348628104,35.06532669067383,17.89581432117252,0.08368295148073689,134.9488188976378,101.0,174.0
10,L47_S10,600.0,579125.0,4731603.333333333,699.3333333333334,770.5,923.6666666666666,1903.3333333333333,0.4606027652819951,-0.1513631728788217,0.42545025050640106,0.7978333334128062,0.33022182434797287,0.4217546929915746,11.388102531433105,11.046522458394369,0.1114605354766051,138.0,136.0,142.0
11,L47_S11,14200.0,579262.1126760563,4731560.845070423,719.1549295774648,750.0,923.6408450704225,1619.7676056338028,0.3845269702060122,-0.08341690217567818,0.48113148732924127,0.797598594511059,0.2092395401494184,0.36416937494781654,27.31661033630371,19.760357883614553,0.06246649193197069,161.23239436619718,131.0,202.0
12,L47_S12,8800.0,579421.0227272727,4731571.363636363,865.8977272727273,846.7840909090909,1000.2840909090909,1851.5568181818182,0.3591143228113651,-0.0390115530518022,0.5176353644240986,0.9043219678781249,0.11195859155189035,0.3675518218766559,37.312496185302734,21.372456778179515,0.08610771960494193,182.77272727272728,158.0,202.0
13,L47_S13,15500.0,578961.7741935484,4731510.548387097,758.3161290322581,780.3548387096774,943.3225806451613,1706.4774193548387,0.3803715005997689,-0.08151792471988066,0.4911198506432195,0.8273311814954204,0.23762553363077102,0.3677565321806938,38.451324462890625,22.095400370320966,0.07352964820400361,112.31612903225806,92.0,141.0
14,L47_S14,19000.0,579436.3157894737,4731466.2105263155,768.7684210526315,827.1263157894737,952.6421052631579,1943.4526315789474,0.4197944666209974,-0.04514774556216588,0.49278344935492463,0.8495122818570388,0.08956310320400486,0.3889169423987991,37.312496185302734,21.244393378809878,0.12841676648117994,184.6,136.0,208.0
15,L47_S15,13200.0,578858.2575757576,4731460.909090909,661.0,738.689393939394,915.0227272727273,1606.0378787878788,0.4107639938592911,-0.08749001275105966,0.4669888364997777,0.7715707055547021,0.1656893908017964,0.3627645875694174,36.13412857055664,25.234572287761804,0.07491875160485506,135.8181818181818,108.0,160.0
16,L47_S16,111900.0,579236.8856121537,4731255.241286864,1386.603217158177,1139.6067917783735,1182.7801608579089,1999.2341376228776,0.18368029402536373,0.14837569934796102,0.7007810284880467,1.2363300567977231,-0.22687742650554188,0.2676780181241965,35.06532669067383,22.0968777632692,0.11765416911316301,137.49508489722967,98.0,221.0
17,L47_S17,23400.0,578695.7692307692,4731460.042735043,732.8376068376068,786.9871794871794,937.0726495726495,1925.7649572649573,0.4459897300117036,-0.08264024818164861,0.4804225327112736,0.8189658122694391,0.1652640446219056,0.4168191838722963,30.804101943969727,19.372973018222385,0.08554224620581183,129.82905982905982,97.0,163.0
18,L47_S18,2800.0,579506.4285714285,4731489.285714285,877.8928571428571,854.1785714285714,993.8571428571429,1936.4285714285713,0.3734543227723667,-0.017235321791466567,0.5677425286599568,0.9086428582668304,0.012953111779227453,0.3845428792493684,29.11187171936035,14.973852481160845,0.11747934216899532,195.21428571428572,174.0,204.0
19,L47_S19,6000.0,579550.5,4731475.666666667,1747.0166666666667,1389.5666666666666,1361.8,2341.5666666666666,0.15094735060508052,0.17201448537719746,0.7607067912817002,1.499461109439532,-0.42681821445003154,0.254684654250741,29.11187171936035,19.6135960261027,0.13680857395132381,180.8,157.0,199.0
